gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
379,194711280BOS,NBA,0,1948,11/28/1947,10,0,BOS,Celtics,92,1283.7355,1296.5094,30.719925,WSC,Capitols,83,1464.2799,1451.506,H,W,0.38612005,
380,194711280CHS,NBA,1,1948,11/28/1947,8,0,PHW,Warriors,71,1423.4999,1419.7545,43.421032,CHS,Stags,75,1449.6821,1453.4275,A,L,0.32599324,
384,194712020BOS,NBA,0,1948,12/2/1947,11,0,BOS,Celtics,69,1296.5094,1289.6776,30.051352,BLB,Baltimore,77,1468.4745,1475.3063,H,L,0.39789006,
387,194712030GSW,NBA,0,1948,12/3/1947,9,0,PHW,Warriors,58,1419.7545,1404.0184,41.773117,BLB,Baltimore,73,1475.3063,1491.0424,H,L,0.56361943,
389,194712050BOS,NBA,0,1948,12/5/1947,12,0,BOS,Celtics,73,1289.6776,1293.8782,30.461714,PRO,Steamrollers,69,1288.8757,1284.6752,H,W,0.64112777,
393,194712090GSW,NBA,0,1948,12/9/1947,10,0,PHW,Warriors,78,1404.0184,1406.146,41.996185,PRO,Steamrollers,74,1263.7725,1261.6449,H,W,0.79946709,
394,194712100BOS,NBA,0,1948,12/10/1947,13,0,BOS,Celtics,75,1293.8782,1288.1692,29.90456,NYK,Knicks,79,1420.947,1426.656,H,L,0.46112344,
396,194712110GSW,NBA,0,1948,12/11/1947,11,0,PHW,Warriors,69,1406.146,1396.8315,41.019337,STB,Bombers,74,1422.8192,1432.1337,H,L,0.61766934,
397,194712120BOS,NBA,0,1948,12/12/1947,14,0,BOS,Celtics,69,1288.1692,1293.156,30.390999,PHW,Warriors,67,1396.8315,1391.8447,H,W,0.48753646,
397,194712120BOS,NBA,1,1948,12/12/1947,12,0,PHW,Warriors,67,1396.8315,1391.8447,40.496265,BOS,Celtics,69,1288.1692,1293.156,A,L,0.51246357,
401,194712150NYK,NBA,1,1948,12/15/1947,13,0,PHW,Warriors,74,1391.8447,1400.8809,41.444073,NYK,Knicks,71,1446.074,1437.0378,A,W,0.29156095,
402,194712170BOS,NBA,0,1948,12/17/1947,15,0,BOS,Celtics,67,1293.156,1295.4513,30.615984,PRO,Steamrollers,66,1257.9304,1255.6351,H,W,0.68533969,
406,194712180GSW,NBA,0,1948,12/18/1947,14,0,PHW,Warriors,71,1400.8809,1374.9803,38.729568,NYK,Knicks,99,1437.0378,1462.9384,H,L,0.59085715,
407,194712190BOS,NBA,0,1948,12/19/1947,16,0,BOS,Celtics,78,1295.4513,1306.1383,31.672146,STB,Bombers,70,1442.0165,1431.3295,H,W,0.4333857,
408,194712200NYK,NBA,1,1948,12/20/1947,17,0,BOS,Celtics,58,1306.1383,1302.5533,31.316317,NYK,Knicks,70,1462.9384,1466.5233,A,L,0.1856904,
409,194712200PRO,NBA,1,1948,12/20/1947,15,0,PHW,Warriors,80,1374.9803,1382.1716,39.482269,PRO,Steamrollers,74,1255.6351,1248.4438,A,W,0.52781129,
412,194712230BOS,NBA,0,1948,12/23/1947,18,0,BOS,Celtics,75,1302.5533,1294.87,30.558941,CHS,Stags,83,1445.981,1453.6643,H,L,0.4378261,
417,194712260GSW,NBA,0,1948,12/26/1947,16,0,PHW,Warriors,89,1382.1716,1389.801,40.281937,PRO,Steamrollers,61,1258.4694,1250.84,H,W,0.78376335,
418,194712270BOS,NBA,0,1948,12/27/1947,19,0,BOS,Celtics,74,1294.87,1300.8699,31.14975,PRO,Steamrollers,63,1250.84,1244.8401,H,W,0.69616532,
420,194712270WSC,NBA,1,1948,12/27/1947,17,0,PHW,Warriors,70,1389.801,1387.6461,40.055992,WSC,Capitols,72,1475.093,1477.2479,A,L,0.25604516,
422,194712300BOS,NBA,1,1948,12/30/1947,18,0,PHW,Warriors,64,1387.6461,1380.2854,39.284721,BOS,Celtics,70,1300.8699,1308.2306,A,L,0.48097867,
422,194712300BOS,NBA,0,1948,12/30/1947,20,0,BOS,Celtics,70,1300.8699,1308.2306,31.88051,PHW,Warriors,64,1387.6461,1380.2854,H,W,0.51902133,
424,194801010BLB,NBA,1,1948,1/1/1948,19,0,PHW,Warriors,72,1380.2854,1399.2664,41.274731,BLB,Baltimore,60,1438.0684,1419.0874,A,W,0.28735363,
425,194801010STB,NBA,1,1948,1/1/1948,21,0,BOS,Celtics,48,1308.2306,1304.2864,31.488142,STB,Bombers,58,1425.0715,1429.0157,A,L,0.22300553,
426,194801020GSW,NBA,0,1948,1/2/1948,20,0,PHW,Warriors,69,1399.2664,1408.2263,42.214241,WSC,Capitols,60,1477.2479,1468.288,H,W,0.5316447,
429,194801030WSC,NBA,1,1948,1/3/1948,22,0,BOS,Celtics,60,1304.2864,1297.0311,30.771229,WSC,Capitols,95,1468.288,1475.5432,A,L,0.17950344,
430,194801040STB,NBA,1,1948,1/4/1948,21,0,PHW,Warriors,66,1408.2263,1400.4187,41.395599,STB,Bombers,80,1429.0157,1436.8234,A,L,0.33285069,
435,194801090GSW,NBA,0,1948,1/9/1948,22,0,PHW,Warriors,60,1400.4187,1384.2031,39.69511,CHS,Stags,77,1471.9268,1488.1423,H,L,0.54091156,
436,194801100PRO,NBA,1,1948,1/10/1948,23,0,BOS,Celtics,57,1297.0311,1286.2427,29.717529,PRO,Steamrollers,70,1230.4728,1241.2612,A,L,0.45202166,
437,194801100WSC,NBA,1,1948,1/10/1948,23,0,PHW,Warriors,99,1384.2031,1380.4819,39.305302,WSC,Capitols,106,1471.1442,1474.8654,A,L,0.25424111,
438,194801110BOS,NBA,0,1948,1/11/1948,24,0,BOS,Celtics,84,1286.2427,1314.2174,32.479424,WSC,Capitols,56,1474.8654,1446.8906,H,W,0.37515762,
444,194801160BOS,NBA,0,1948,1/16/1948,25,0,BOS,Celtics,75,1314.2174,1330.6771,34.145,CHS,Stags,61,1486.6708,1470.2111,H,W,0.39721686,
445,194801160GSW,NBA,0,1948,1/16/1948,24,0,PHW,Warriors,72,1380.4819,1388.9515,40.192863,BLB,Baltimore,63,1444.0375,1435.5679,H,W,0.55225629,
446,194801170BLB,NBA,1,1948,1/17/1948,25,0,PHW,Warriors,79,1388.9515,1396.6074,40.995827,BLB,Baltimore,77,1435.5679,1427.912,A,W,0.30069482,
448,194801180CHS,NBA,1,1948,1/18/1948,26,0,BOS,Celtics,48,1330.6771,1324.3889,33.505608,CHS,Stags,72,1470.2111,1476.4993,A,L,0.20119083,
450,194801190NYK,NBA,1,1948,1/19/1948,26,0,PHW,Warriors,63,1396.6074,1407.9513,42.185417,NYK,Knicks,57,1414.9713,1403.6274,A,W,0.33595842,
451,194801200GSW,NBA,0,1948,1/20/1948,27,0,PHW,Warriors,82,1407.9513,1421.9348,43.648861,STB,Bombers,59,1442.6873,1428.7037,H,W,0.59283316,
455,194801220GSW,NBA,0,1948,1/22/1948,28,0,PHW,Warriors,54,1421.9348,1406.804,42.065155,BOS,Celtics,61,1324.3889,1339.5198,H,L,0.75715888,
455,194801220GSW,NBA,1,1948,1/22/1948,27,0,BOS,Celtics,61,1324.3889,1339.5198,35.049892,PHW,Warriors,54,1421.9348,1406.804,A,W,0.24284112,
456,194801230BOS,NBA,0,1948,1/23/1948,28,0,BOS,Celtics,58,1339.5198,1323.5555,33.421146,NYK,Knicks,74,1403.6274,1419.5917,H,L,0.55147028,
459,194801250STB,NBA,1,1948,1/25/1948,29,0,BOS,Celtics,54,1323.5555,1317.5045,32.809906,STB,Bombers,72,1431.7637,1437.8147,A,L,0.23173463,
460,194801270BOS,NBA,0,1948,1/27/1948,30,0,BOS,Celtics,68,1317.5045,1307.3844,31.796181,PHW,Warriors,77,1406.804,1416.9241,H,L,0.51539445,
460,194801270BOS,NBA,1,1948,1/27/1948,29,0,PHW,Warriors,77,1406.804,1416.9241,43.125046,BOS,Celtics,68,1317.5045,1307.3844,A,W,0.48460555,
464,194801290GSW,NBA,0,1948,1/29/1948,30,0,PHW,Warriors,60,1416.9241,1405.7245,41.951996,NYK,Knicks,66,1403.0808,1414.2804,H,L,0.65821159,
467,194801300BOS,NBA,0,1948,1/30/1948,31,0,BOS,Celtics,69,1307.3844,1289.4725,30.031378,PRO,Steamrollers,79,1227.0356,1244.9475,H,L,0.7384969,
468,194801310NYK,NBA,1,1948,1/31/1948,32,0,BOS,Celtics,64,1289.4725,1287.7102,29.859955,NYK,Knicks,66,1414.2804,1416.0427,A,L,0.21515995,
470,194801310STB,NBA,1,1948,1/31/1948,31,0,PHW,Warriors,66,1405.7245,1418.1349,43.251694,STB,Bombers,60,1457.2344,1444.824,A,W,0.29480481,
472,194802010CHS,NBA,1,1948,2/1/1948,32,0,PHW,Warriors,85,1418.1349,1431.0483,44.599236,CHS,Stags,78,1452.8888,1439.9753,A,W,0.31524611,
477,194802050GSW,NBA,0,1948,2/5/1948,33,0,PHW,Warriors,60,1431.0483,1416.4406,43.074459,WSC,Capitols,72,1464.6851,1479.2928,H,L,0.5943597,
479,194802060BOS,NBA,0,1948,2/6/1948,33,0,BOS,Celtics,57,1287.7102,1278.4613,28.967316,NYK,Knicks,68,1433.0016,1442.2505,H,L,0.43518719,
481,194802070STB,NBA,1,1948,2/7/1948,34,0,PHW,Warriors,54,1416.4406,1408.8892,42.283707,STB,Bombers,67,1433.9106,1441.462,A,L,0.33710724,
482,194802080CHS,NBA,1,1948,2/8/1948,35,0,PHW,Warriors,74,1408.8892,1404.6351,41.83778,CHS,Stags,80,1450.8887,1455.1427,A,L,0.30631268,
483,194802080NYK,NBA,1,1948,2/8/1948,34,0,BOS,Celtics,68,1278.4613,1275.0083,28.637173,NYK,Knicks,80,1442.2505,1445.7035,A,L,0.17968363,
488,194802120GSW,NBA,0,1948,2/12/1948,36,0,PHW,Warriors,69,1404.6351,1408.0973,42.200718,BOS,Celtics,60,1275.0083,1271.5461,H,W,0.78948736,
488,194802120GSW,NBA,1,1948,2/12/1948,35,0,BOS,Celtics,60,1275.0083,1271.5461,28.307915,PHW,Warriors,69,1404.6351,1408.0973,A,L,0.21051264,
490,194802130BOS,NBA,0,1948,2/13/1948,36,0,BOS,Celtics,79,1271.5461,1275.3085,28.665802,PRO,Steamrollers,73,1203.9227,1200.1604,H,W,0.72410536,
491,194802140NYK,NBA,1,1948,2/14/1948,37,0,PHW,Warriors,47,1408.0973,1395.3289,40.86171,NYK,Knicks,78,1442.4573,1455.2257,A,L,0.31573582,
492,194802140WSC,NBA,1,1948,2/14/1948,37,0,BOS,Celtics,58,1275.3085,1272.4315,28.391947,WSC,Capitols,72,1490.5828,1493.4597,A,L,0.14005119,
496,194802190BOS,NBA,0,1948,2/19/1948,38,0,BOS,Celtics,76,1272.4315,1268.3983,28.010113,BLB,Baltimore,79,1454.2886,1458.3218,H,L,0.38433057,
498,194802190GSW,NBA,0,1948,2/19/1948,38,0,PHW,Warriors,84,1395.3289,1404.0222,41.773514,WSC,Capitols,76,1483.6603,1474.9669,H,W,0.5167861,
502,194802220BOS,NBA,0,1948,2/22/1948,39,0,BOS,Celtics,77,1268.3983,1256.8536,26.931097,CHS,Stags,97,1455.6591,1467.2037,H,L,0.3769972,
504,194802240GSW,NBA,0,1948,2/24/1948,39,0,PHW,Warriors,83,1404.0222,1413.4845,42.765064,BLB,Baltimore,71,1450.7421,1441.2798,H,W,0.57608086,
507,194802260GSW,NBA,0,1948,2/26/1948,40,0,PHW,Warriors,89,1413.4845,1422.0347,43.65929,CHS,Stags,80,1479.4402,1470.89,H,W,0.54883748,
508,194802260STB,NBA,1,1948,2/26/1948,40,0,BOS,Celtics,92,1256.8536,1255.6471,26.819555,STB,Bombers,94,1452.3027,1453.5093,A,L,0.1543684,
509,194802270CHS,NBA,1,1948,2/27/1948,41,0,BOS,Celtics,83,1255.6471,1285.2273,29.619156,CHS,Stags,69,1470.89,1441.3098,A,W,0.14007294,
511,194802280PRO,NBA,1,1948,2/28/1948,41,0,PHW,Warriors,83,1422.0347,1424.5659,43.923576,PRO,Steamrollers,82,1208.0995,1205.5682,A,W,0.65833056,
513,194802290BOS,NBA,0,1948,2/29/1948,42,0,BOS,Celtics,65,1285.2273,1292.9001,30.365963,BLB,Baltimore,62,1480.5824,1472.9095,H,W,0.36611778,
515,194803020GSW,NBA,0,1948,3/2/1948,42,0,PHW,Warriors,76,1424.5659,1431.5706,44.653584,NYK,Knicks,66,1427.4135,1420.4088,H,W,0.63628006,
517,194803040GSW,NBA,0,1948,3/4/1948,43,0,PHW,Warriors,82,1431.5706,1437.127,45.23103,BOS,Celtics,62,1292.9001,1287.3438,H,W,0.7980091,
517,194803040GSW,NBA,1,1948,3/4/1948,43,0,BOS,Celtics,62,1292.9001,1287.3438,29.824362,PHW,Warriors,82,1431.5706,1437.127,A,L,0.2019909,
518,194803050BOS,NBA,0,1948,3/5/1948,44,0,BOS,Celtics,71,1287.3438,1294.4719,30.519903,STB,Bombers,68,1458.6202,1451.4921,H,W,0.39884007,
519,194803060BLB,NBA,1,1948,3/6/1948,45,0,BOS,Celtics,68,1294.4719,1291.2261,30.202354,BLB,Baltimore,81,1479.1697,1482.4155,A,L,0.16262132,
522,194803090GSW,NBA,0,1948,3/9/1948,44,0,PHW,Warriors,79,1437.127,1419.6866,43.413937,CHS,Stags,93,1445.8141,1463.2544,H,L,0.62846541,
527,194803110GSW,NBA,0,1948,3/11/1948,45,0,PHW,Warriors,92,1419.6866,1432.152,44.714081,STB,Bombers,74,1467.9901,1455.5248,H,W,0.57385308,
528,194803130BLB,NBA,1,1948,3/13/1948,46,0,PHW,Warriors,62,1432.152,1429.6409,44.45269,BLB,Baltimore,64,1486.1351,1488.6462,A,L,0.29185367,
530,194803130PRO,NBA,1,1948,3/13/1948,46,0,BOS,Celtics,86,1291.2261,1309.2821,31.985415,PRO,Steamrollers,64,1199.6451,1181.5891,A,W,0.48788637,
532,194803160BOS,NBA,0,1948,3/16/1948,47,0,BOS,Celtics,62,1309.2821,1297.3171,30.799368,WSC,Capitols,76,1428.5453,1440.5103,H,L,0.47230643,
533,194803160PRO,NBA,1,1948,3/16/1948,47,0,PHW,Warriors,100,1429.6409,1439.0018,45.425503,PRO,Steamrollers,78,1181.5891,1172.2281,A,W,0.70103985,
536,194803180CHS,NBA,1,1948,3/18/1948,48,0,BOS,Celtics,77,1297.3171,1312.5914,32.316376,CHS,Stags,72,1482.4277,1467.1534,A,W,0.16229796,
537,194803180GSW,NBA,0,1948,3/18/1948,48,0,PHW,Warriors,88,1439.0018,1442.6938,45.807865,PRO,Steamrollers,57,1169.9991,1166.3071,H,W,0.89322841,
544,194803230STB,NBA,1,1948,3/23/1948,49,1,PHW,Warriors,58,1442.6938,1439.6252,45.490124,STB,Bombers,60,1453.5326,1456.6012,A,L,0.34568995,
546,194803250STB,NBA,1,1948,3/25/1948,50,1,PHW,Warriors,65,1439.6252,1445.5315,46.101173,STB,Bombers,64,1456.6012,1450.6949,A,W,0.33774316,
548,194803270GSW,NBA,0,1948,3/27/1948,51,1,PHW,Warriors,84,1445.5315,1459.7136,47.558567,STB,Bombers,56,1450.6949,1436.5128,H,W,0.6331892,
549,194803280BOS,NBA,0,1948,3/28/1948,49,1,BOS,Celtics,72,1312.5914,1304.9589,31.554913,CHS,Stags,79,1438.3618,1445.9944,H,L,0.46298128,
551,194803300GSW,NBA,0,1948,3/30/1948,52,1,PHW,Warriors,51,1459.7136,1449.249,46.484623,STB,Bombers,56,1436.5128,1446.9774,H,L,0.67022455,
552,194803310BOS,NBA,0,1948,3/31/1948,50,1,BOS,Celtics,81,1304.9589,1312.2666,32.283836,CHS,Stags,77,1445.9944,1438.6866,H,W,0.44121823,
554,194804010STB,NBA,1,1948,4/1/1948,53,1,PHW,Warriors,62,1449.249,1443.585,45.900028,STB,Bombers,69,1446.9774,1452.6415,A,L,0.36295307,
555,194804020BOS,NBA,0,1948,4/2/1948,51,1,BOS,Celtics,74,1312.2666,1304.6532,31.524557,CHS,Stags,81,1438.6866,1446.3,H,L,0.46205163,
556,194804030GSW,NBA,0,1948,4/3/1948,54,1,PHW,Warriors,84,1443.585,1456.1172,47.190441,STB,Bombers,61,1452.6415,1440.1093,H,W,0.62796879,
557,194804060STB,NBA,1,1948,4/6/1948,55,1,PHW,Warriors,85,1456.1172,1491.2869,50.73772,STB,Bombers,46,1440.1093,1404.9396,A,W,0.38142663,
560,194804100GSW,NBA,0,1948,4/10/1948,56,1,PHW,Warriors,71,1491.2869,1498.8964,51.487339,BLB,Baltimore,60,1499.5018,1491.8923,H,W,0.62909985,
561,194804130GSW,NBA,0,1948,4/13/1948,57,1,PHW,Warriors,63,1498.8964,1490.9568,50.705044,BLB,Baltimore,66,1491.8923,1499.8319,H,L,0.64930022,
562,194804150BLB,NBA,1,1948,4/15/1948,58,1,PHW,Warriors,70,1490.9568,1487.8611,50.397945,BLB,Baltimore,72,1499.8319,1502.9276,A,L,0.3482511,
563,194804170BLB,NBA,1,1948,4/17/1948,59,1,PHW,Warriors,75,1487.8611,1484.3778,50.051064,BLB,Baltimore,78,1502.9276,1506.4109,A,L,0.34020603,
564,194804200GSW,NBA,0,1948,4/20/1948,60,1,PHW,Warriors,91,1484.3778,1491.5179,50.76059,BLB,Baltimore,82,1506.4109,1499.2708,H,W,0.61035711,
565,194804210BLB,NBA,1,1948,4/21/1948,61,1,PHW,Warriors,73,1491.5179,1482.8484,49.898319,BLB,Baltimore,88,1499.2708,1507.9403,A,L,0.34971893,
568,194811030WSC,NBA,1,1949,11/3/1948,1,0,PHW,Warriors,70,1488.3862,1482.3667,45.142456,WSC,Capitols,77,1472.1492,1478.1687,A,L,0.38173789,
569,194811040BLB,NBA,1,1949,11/4/1948,1,0,MNL,Lakers,84,1527.0,1542.2545,51.218754,BLB,Baltimore,72,1507.2052,1491.9507,A,W,0.38658303,
570,194811040GSW,NBA,1,1949,11/4/1948,1,0,BOS,Celtics,73,1354.7399,1348.6487,31.316545,PHW,Warriors,94,1482.3667,1488.4579,A,L,0.21243238,
570,194811040GSW,NBA,0,1949,11/4/1948,2,0,PHW,Warriors,94,1482.3667,1488.4579,45.773827,BOS,Celtics,73,1354.7399,1348.6487,H,W,0.78756762,
574,194811060PRO,NBA,1,1949,11/6/1948,3,0,PHW,Warriors,69,1488.4579,1495.179,46.467823,PRO,Steamrollers,56,1245.8417,1239.1206,A,W,0.69444108,
577,194811060WSC,NBA,1,1949,11/6/1948,2,0,MNL,Lakers,62,1542.2545,1536.2078,50.621624,WSC,Capitols,67,1481.8721,1487.9188,A,L,0.44323158,
578,194811070BOS,NBA,0,1949,11/7/1948,2,0,BOS,Celtics,85,1348.6487,1359.3345,32.381523,PHW,Warriors,77,1495.179,1484.4932,H,W,0.43343505,
578,194811070BOS,NBA,1,1949,11/7/1948,4,0,PHW,Warriors,77,1495.179,1484.4932,45.363113,BOS,Celtics,85,1348.6487,1359.3345,A,L,0.56656492,
580,194811090BOS,NBA,0,1949,11/9/1948,3,0,BOS,Celtics,77,1359.3345,1382.0542,34.684967,MNL,Lakers,55,1536.2078,1513.488,H,W,0.39114109,
580,194811090BOS,NBA,1,1949,11/9/1948,3,0,MNL,Lakers,55,1536.2078,1513.488,48.341133,BOS,Celtics,77,1359.3345,1382.0542,A,L,0.60885894,
582,194811090GSW,NBA,0,1949,11/9/1948,5,0,PHW,Warriors,92,1484.4932,1486.2069,45.540756,PRO,Steamrollers,84,1239.1206,1237.4069,H,W,0.87954456,
586,194811110NYK,NBA,1,1949,11/11/1948,4,0,MNL,Lakers,77,1513.488,1524.9596,49.499451,NYK,Knicks,68,1460.4232,1448.9517,A,W,0.43286276,
587,194811110GSW,NBA,0,1949,11/11/1948,6,0,PHW,Warriors,75,1486.2069,1475.2141,44.398548,ROC,Kings,83,1531.0787,1542.0715,H,L,0.57867664,
589,194811120BOS,NBA,0,1949,11/12/1948,4,0,BOS,Celtics,84,1382.0542,1391.0743,35.611824,FTW,Pistons,75,1461.7795,1452.7594,H,W,0.52914453,
592,194811130PRO,NBA,1,1949,11/13/1948,5,0,MNL,Lakers,90,1524.9596,1533.2726,50.330185,PRO,Steamrollers,67,1245.9456,1237.6326,A,W,0.73701042,
593,194811130ROC,NBA,1,1949,11/13/1948,5,0,BOS,Celtics,63,1391.0743,1383.7911,34.862961,ROC,Kings,95,1542.0715,1549.3547,A,L,0.19079453,
594,194811130STB,NBA,1,1949,11/13/1948,7,0,PHW,Warriors,75,1475.2141,1472.056,44.069344,STB,Bombers,76,1438.1941,1441.3522,A,L,0.41034436,
597,194811140ROC,NBA,1,1949,11/14/1948,6,0,MNL,Lakers,75,1533.2726,1524.1882,49.421986,ROC,Kings,92,1549.3547,1558.4391,A,L,0.33889496,
598,194811160INJ,NBA,1,1949,11/16/1948,8,0,PHW,Warriors,90,1472.056,1480.1963,44.916992,INJ,Jets,82,1343.2375,1335.0973,A,W,0.54137826,
600,194811160STB,NBA,1,1949,11/16/1948,6,0,BOS,Celtics,74,1383.7911,1380.1962,34.494831,STB,Bombers,79,1441.3522,1444.9471,A,L,0.2876153,
601,194811170FTW,NBA,1,1949,11/17/1948,9,0,PHW,Warriors,72,1480.1963,1473.3239,44.201553,FTW,Pistons,80,1450.7573,1457.6298,A,L,0.39982796,
602,194811170LAL,NBA,0,1949,11/17/1948,7,0,MNL,Lakers,72,1524.1882,1514.5474,48.448639,BOS,Celtics,74,1380.1962,1389.837,H,L,0.80290192,
602,194811170LAL,NBA,1,1949,11/17/1948,7,0,BOS,Celtics,74,1380.1962,1389.837,35.484329,MNL,Lakers,72,1524.1882,1514.5474,A,W,0.19709808,
605,194811180GSW,NBA,0,1949,11/18/1948,10,0,PHW,Warriors,83,1473.3239,1477.2803,44.613693,INJ,Jets,71,1335.0973,1331.1409,H,W,0.79759693,
608,194811190BOS,NBA,0,1949,11/19/1948,8,0,BOS,Celtics,75,1389.837,1393.4124,35.85302,INJ,Jets,70,1331.1409,1327.5656,H,W,0.71372169,
609,194811190CHS,NBA,1,1949,11/19/1948,8,0,MNL,Lakers,85,1514.5474,1521.9955,49.201427,CHS,Stags,81,1461.2667,1453.8186,A,W,0.43316776,
610,194811200NYK,NBA,1,1949,11/20/1948,11,0,PHW,Warriors,86,1477.2803,1472.1047,44.074425,NYK,Knicks,91,1454.6421,1459.8176,A,L,0.39047158,
613,194811200WSC,NBA,1,1949,11/20/1948,9,0,BOS,Celtics,75,1393.4124,1388.5338,35.350163,WSC,Capitols,90,1519.4764,1524.355,A,L,0.21394134,
615,194811210LAL,NBA,0,1949,11/21/1948,9,0,MNL,Lakers,94,1521.9955,1528.4468,49.848866,BLB,Baltimore,81,1470.7444,1464.2931,H,W,0.70488536,
617,194811230BOS,NBA,0,1949,11/23/1948,10,0,BOS,Celtics,68,1388.5338,1383.8264,34.866581,WSC,Capitols,71,1533.2114,1537.9188,H,L,0.43605581,
618,194811230INJ,NBA,1,1949,11/23/1948,10,0,MNL,Lakers,88,1528.4468,1533.7102,50.373703,INJ,Jets,82,1333.2039,1327.9404,A,W,0.63373232,
619,194811230GSW,NBA,0,1949,11/23/1948,12,0,PHW,Warriors,80,1472.1047,1456.8038,42.474571,FTW,Pistons,90,1451.9425,1467.2434,H,L,0.66634709,
621,194811240LAL,NBA,0,1949,11/24/1948,11,0,MNL,Lakers,117,1533.7102,1536.4207,50.642723,PRO,Steamrollers,89,1224.2421,1221.5316,H,W,0.91349596,
623,194811250INJ,NBA,1,1949,11/25/1948,11,0,BOS,Celtics,66,1383.8264,1372.4642,33.706779,INJ,Jets,81,1327.9404,1339.3026,A,L,0.43685383,
624,194811250GSW,NBA,0,1949,11/25/1948,13,0,PHW,Warriors,73,1456.8038,1447.0847,41.4557,WSC,Capitols,81,1537.9188,1547.6379,H,L,0.52715099,
629,194811270STB,NBA,1,1949,11/27/1948,12,0,MNL,Lakers,87,1536.4207,1550.4899,52.024593,STB,Bombers,71,1436.6257,1422.5565,A,W,0.4997049,
631,194811280FTW,NBA,1,1949,11/28/1948,12,0,BOS,Celtics,74,1372.4642,1368.9742,33.352852,FTW,Pistons,80,1455.3613,1458.8513,A,L,0.25868005,
632,194811280LAL,NBA,1,1949,11/28/1948,14,0,PHW,Warriors,67,1447.0847,1440.1847,40.731937,MNL,Lakers,88,1550.4899,1557.3899,A,L,0.23669338,
632,194811280LAL,NBA,0,1949,11/28/1948,13,0,MNL,Lakers,88,1550.4899,1557.3899,52.692802,PHW,Warriors,67,1447.0847,1440.1847,H,W,0.76330662,
633,194811300BOS,NBA,1,1949,11/30/1948,14,0,MNL,Lakers,94,1557.3899,1564.6674,53.390305,BOS,Celtics,84,1368.9742,1361.6968,A,W,0.62456298,at Chicago IL
633,194811300BOS,NBA,0,1949,11/30/1948,13,0,BOS,Celtics,84,1368.9742,1361.6968,32.618668,MNL,Lakers,94,1557.3899,1564.6674,H,L,0.37543702,at Chicago IL
634,194811300CHS,NBA,1,1949,11/30/1948,15,0,PHW,Warriors,68,1440.1847,1435.4177,40.231991,CHS,Stags,74,1457.5931,1462.3601,A,L,0.33718652,
637,194812010FTW,NBA,1,1949,12/1/1948,15,0,MNL,Lakers,74,1564.6674,1554.5376,52.417377,FTW,Pistons,84,1471.1934,1481.3231,A,L,0.49060941,
642,194812020GSW,NBA,1,1949,12/2/1948,14,0,BOS,Celtics,88,1361.6968,1368.5604,33.310963,PHW,Warriors,87,1435.4177,1428.5541,A,W,0.26893783,
642,194812020GSW,NBA,0,1949,12/2/1948,16,0,PHW,Warriors,87,1435.4177,1428.5541,39.512589,BOS,Celtics,88,1361.6968,1368.5604,H,L,0.73106217,
644,194812040CHS,NBA,1,1949,12/4/1948,16,0,MNL,Lakers,100,1554.5376,1548.1927,51.800709,CHS,Stags,104,1453.6569,1460.0017,A,L,0.50126749,
646,194812040PRO,NBA,1,1949,12/4/1948,15,0,BOS,Celtics,70,1368.5604,1374.917,33.9562,PRO,Steamrollers,63,1197.5776,1191.2211,A,W,0.6007545,
647,194812040ROC,NBA,1,1949,12/4/1948,17,0,PHW,Warriors,101,1428.5541,1426.4895,39.296352,ROC,Kings,105,1574.4835,1576.5481,A,L,0.19533914,
651,194812050LAL,NBA,0,1949,12/5/1948,17,0,MNL,Lakers,78,1548.1927,1552.3553,52.205891,STB,Bombers,68,1441.8619,1437.6993,H,W,0.76633584,
652,194812060BOS,NBA,0,1949,12/6/1948,16,0,BOS,Celtics,79,1374.917,1368.9088,33.346226,ROC,Kings,87,1576.5481,1582.5563,H,L,0.3577747,
656,194812080LAL,NBA,0,1949,12/8/1948,18,0,MNL,Lakers,83,1552.3553,1536.2316,50.623985,WSC,Capitols,94,1534.6477,1550.7715,H,L,0.66319829,
658,194812080GSW,NBA,0,1949,12/8/1948,18,0,PHW,Warriors,78,1426.4895,1418.0336,38.411827,BLB,Baltimore,83,1473.6854,1482.1414,H,L,0.57541144,
659,194812090BLB,NBA,1,1949,12/9/1948,19,0,PHW,Warriors,91,1418.0336,1416.0331,38.202888,BLB,Baltimore,92,1482.1414,1484.1418,A,L,0.27995592,
662,194812100ROC,NBA,1,1949,12/10/1948,19,0,MNL,Lakers,96,1536.2316,1562.1749,53.152283,ROC,Kings,75,1569.9805,1544.0371,A,W,0.31649631,
667,194812120LAL,NBA,0,1949,12/12/1948,20,0,MNL,Lakers,67,1562.1749,1568.1556,53.721889,ROC,Kings,58,1544.0371,1538.0564,H,W,0.66375118,
669,194812130BOS,NBA,0,1949,12/13/1948,17,0,BOS,Celtics,83,1368.9088,1374.3876,33.902317,STB,Bombers,79,1431.3508,1425.8721,H,W,0.5538407,
673,194812140GSW,NBA,0,1949,12/14/1948,20,0,PHW,Warriors,74,1416.0331,1424.5607,39.094418,STB,Bombers,61,1425.8721,1417.3445,H,W,0.62691587,
